1957,,,
372. Robby Creese (Penn State),3:59.52i (2),Seattle,11-Feb
373. Matt Maldonado (Long Beach State),3:59.08i* (1),Seattle,25-Feb
374. Chris Derrick (Stanford),3:59.13i* (2),Seattle,25-Feb
375. Joe Stilin (Princeton),3:59.98i (4),New York,3-Mar
376. Kirubel Erassa (Oklahoma State),3:58.84i (1),Notre Dame,3-Mar
377. De’Sean Turner (Indiana),3:59.81i (4),Notre Dame,3-Mar
378. John Mickowski (unattached),3:57.59i* (1),Seattle,3-Mar
379. Dan Huling (Reebok),3:58.24i (2),Seattle,3-Mar
380. Nick Happe (Arizona State),3:58.73i* (3),Seattle,3-Mar
381. David Adams (unattached),3:58.44* (3),Lawrence,21-Apr
382. Ryan Witt (unattached),3:59.91* (2),Roanoke,10-May
383. Bobby Mack (unattached),3:59.70* (1),Warwick,29-May
384. Elliott Heath (Stanford),3:58.48* (3),Cork,17-Jul
,,,
2013,,,
385. Andrew Poore (adidas),3:58.85i* (1),Bloomington,25-Jan
386. Brannon Kidder (Penn State),3:59.48i (1),University Park,26-Jan
387. Shane Moskowitz (Oklahoma State),3:59.48i* (6),Fayetteville,26-Jan
388. Austin Mudd (Wisconsin),3:59.33i (1),Notre Dame,2-Feb
389. Ryan McNiff (adidas),3:59.11i* (3),Fayetteville,8-Feb
390. Christopher Fallon (Ohio State),3:59.37i* (4),Fayetteville,8-Feb
391. Chad Noelle (Oregon),3:59.57i (1),Seattle,9-Feb
392. Donn Cabral (Nike),3:56.41i* (3),Seattle,9-Feb
393. Brett Johnson (Oregon),3:58.62i* (6),Seattle,9-Feb
394. Tyler Stutzman (Stanford),3:58.85i (2),Seattle,23-Feb
395. Matt Miner (Oregon),3:59.01i* (3),Seattle,23-Feb
396. Jeramy Elkaim (Oregon),3:59.18i* (4),Seattle,23-Feb
397. John Simons (Minnesota),3:59.32i (1),Notre Dame,2-Mar
398. Michael Rutt (New Jersey/New York TC),3:57.18* (2),Philadelphia,27-Apr
399. Tyler Mulder (Nike),3:57.37* (3),Philadelphia,27-Apr
400. Robby Andrews (adidas),3:57.82 (4),Philadelphia,27-Apr
401. Owen Dawson (unattached),3:59.74* (5),Philadelphia,27-Apr
402. Dan Clark (unattached),3:59.45 (2),St. Louis,30-May
403. Isaac Presson (North Carolina),3:58.67* (2),Nashville,1-Jun
404. Dey Dey (unattached),3:59.96* (3),Nashville,1-Jun
405. Trevor Dunbar (unattached),3:59.06 (1),Portland,15-Jul
406. Rob Finnerty (Wisconsin),3:59.42* (2),Portland,15-Jul
407. Dan Lowry (Michigan),3:59.30 (6),Saline,4-Aug
,,,
2014,,,
408. Will Geoghegan (Dartmouth),3:58.04i (1),Boston,25-Jan
409. Jake Edwards (Columbus RC),3:59.47i (2),Geneva,1-Feb
410. Daniel Quigley (Oregon TC),3:59.59i* (4),Seattle,1-Feb
411. Travis Mahoney (New Jersey/New York TC),3:58.61i (5),Boston,8-Feb
412. Pat McGregor (New Jersey/New York TC),3:58.70i* (6),Boston,8-Feb
413. Taylor Gilland (Boston Sharks),3:58.77i* (7),Boston,8-Feb
414. Michael Williams (Princeton),3:59.63i* (1),Boston,8-Feb
415. Sam Penzenstadler (Loyola/Chicago),3:58.21i (2),Notre Dame,8-Feb
416. Matt Hillenbrand (Kentucky),3:57.00i* (2),Ames,15-Feb
417. Izaic Yorks (Washington),3:59.04i (4),Seattle,15-Feb
418. Jesse Garn (Binghamton),3:59.37i (1),Boston,2-Mar
419. Andrew Colley (NC State),3:59.34 (5),Greenville,12-Apr
420. Thomas Awad (Penn),3:58.34 (1),Philadelphia,26-Apr
421. Eric Finan (Team Minnesota),3:58.73* (1),Concord,5-Jun
422. Eric Avila (unattached),3:56.89 (1),San Diego,5-Jun
423. Colby Alexander (Oregon),3:59.69 (4),Burnaby,10-Jul
424. Ford Palmer (New Jersey/New York TC),3:57.61 (1),Raleigh,1-Aug
425. Donnie Cowart (unattached),3:58.43* (2),Raleigh,1-Aug
,,,
2015,,,
426. Sean McGorty (Stanford),3:59.34i (2),Seattle,17-Jan
427. Mike Marsella (Virginia),3:59.97i (1),Boston,31-Jan
428. Ahmed Bile (Georgetown),3:59.04i (2),University Park,31-Jan
429. Martin Hehir (Syracuse),3:59.81i* (4),University Park,31-Jan
430. Steve Mangan (Boston AA),3:58.24i* (4),Boston,14-Feb
431. Amos Bartelsmeyer (Georgetown),3:58.45i (1),Boston,14-Feb
432. Ryan Manahan (Georgetown),3:58.57i* (3),Boston,14-Feb
433. Michael Lederhouse (Georgetown),3:59.54i (4),Boston,14-Feb
434. Johnny Gregorek (Oregon),3:57.47i (10),New York,14-Feb
435. Nate McClafferty (Duke),3:59.95i* (3),Ames,14-Feb
436. Cristian Soratos (Montana State),3:55.27i (1),Seattle,14-Feb
437. Daniel Winn (Oregon),3:57.62i (4),Seattle,14-Feb
438. Jake Hurysz (Colorado),3:58.13i (5),Seattle,14-Feb
439. Matt Daniels (Adams State),3:59.89i* (2),Seattle,15-Feb
440. Thomas Coyle (Stanford),3:59.32i* (3),Seattle,28-Feb
441. Thomas Joyce (Cal),3:58.69 (1),Berkeley,25-Apr
442. Matthew Maton (Oregon HS),3:59.38 (3),Eugene,8-May
443. Jarrett LeBlanc (unattached),3:59.95* (1),Lake Charles,23-May
444. Tyler Pennel (Zap),3:58.99* (2),St. Louis,4-Jun
445. Grant Fisher (Michigan HS),3:59.38* (3),St. Louis,4-Jun
446. Brandon Lasater (Georgia Tech),3:59.24* (1),Nashville,6-Jun
447. Lex Williams (Brooks),3:59.40* (4),Raleigh,7-Aug
448. Brandon Hudgins (Load Anarchy),3:59.67* (5),Raleigh,7-Aug
449. Hassan Mead (Oregon TC),3:59.89 (3),Portland,8-Aug
,,,
2016,,,
450. Henry Wynne (Virginia),3:58.74i (4),Boston,30-Jan
451. Joel Hubbard (Syracuse),3:58.94i (5),Boston,30-Jan
452. Coby Horowitz (PTI),3:59.55i* (1),Boston,30-Jan
453. Blake Haney (Oregon),3:59.10i (2),Fayetteville,30-Jan
454. Colby Gilbert (Washington),3:59.84i (1),Seattle,30-Jan
455. Cole Williams (Georgetown),3:57.88i* (2),Boston,6-Feb
456. Craig Forys (Asics),3:58.02i* (6),New York,6-Feb
457. Drew Hunter (Virginia HS),3:58.25i (7),New York,6-Feb
458. Clayton Murphy (Akron),3:57.11i (1),Akron,6-Feb
459. James Gowans (Cornell),3:58.24i* (1),New York,12-Feb
460. Rob Napolitano (Columbia),3:58.98i (2),New York,12-Feb
461. Travis Burkstrand (Brooks),3:59.69i* (1),Seattle,13-Feb
462. Connor Winter (Colorado),3:59.76i* (2),Seattle,13-Feb
463. David Elliott (Boise State),3:57.38i* (1),Seattle,13-Feb
464. Jacob Burcham (Oklahoma),3:57.46i* (2),Seattle,13-Feb
465. Sam Prakel (Oregon),3:57.95i (3),Seattle,13-Feb
466. Joshua Thompson (Oklahoma State),3:58.33i (4),Seattle,13-Feb
467. Zach Perrin (Colorado),3:59.00i* (4),Seattle,27-Feb
468. Garrett Corcoran (Cal),3:59.79i* (5),Seattle,27-Feb
469. Bryce Basting (unattached),3:59.91i* (1),Boston,28-Feb
470. James Randon (Yale),3:58.85i (1),Boston,6-Mar
471. Michael Slagowski (Idaho HS),3:59.53* (1),Portland,29-Apr
472. Nick Ross (NE Distance),3:59.73* (6),Concord,2-Jun
473. Graham Crawford (NC State),3:56.05* (4),Raleigh,5-Aug
474. Mike Brannigan (New York AC),3:57.58* (7),Raleigh,5-Aug
475. Reed Connor (Hoka),3:59.6* (5),West Chester,11-Aug
476. Brian Barraza (Houston),3:58.66i* (1),College Station,10-Dec
,,,
2017,,,
477. Ned Willig (Michigan),3:58.09i* (2),Boston,28-Jan
478. William Sheeran (Michigan),3:59.15i* (3),Boston,28-Jan
479. Connor Mora (Michigan),3:59.36i* (4),Boston,28-Jan
480. Jack Keelan (Stanford),3:59.62i* (1),University Park,28-Jan
481. Paul Duffey (Northeastern),3:59.30i* (2),Boston,11-Feb
482. Chris Hatler (Penn),3:59.21i (2),New York,11-Feb
483. Craig Nowak (Oklahoma State),3:59.98i (1),Seattle,11-Feb
484. Tim Gorman (Oregon),3:58.78i* (7),Seattle,11-Feb
485. Cole Rockhold (Colorado State),3:59.55i* (8),Seattle,11-Feb
486. Robert Domanic (unattached),3:54.73* (2),Concord,1-Jun
487. Reed Brown (Texas HS),3:59.30 (3),St. Louis,1-Jun
488. Andy Trouard (unattached),3:59.13 (1),Nashville,10-Jun
489. Craig Engels (Mississippi),3:57.67 (2),Raleigh,4-Aug
490. Drew Piazza (Virginia Tech),3:59.03 (6),Raleigh,4-Aug
491. Andrew Dusing (Miami/Ohio),3:59.10* (8),Raleigh,4-Aug
492. Tripp Hurt (Team Run Eugene),3:59.46 (9),Raleigh,4-Aug
493. Donavan Brazier (Nike),3:59.30i* (1),College Station,9-Dec
,,,
2018,,,
494. Brian Shrader (Saucony),3:59.41i* (1),Birmingham,19-Jan
495. Mick Stanovsek (Oregon),3:57.90i (1),New York,27-Jan
496. Cooper Teare (Oregon),3:59.29i (4),New York,27-Jan
497. Kyle Mau (Indiana),3:59.15i (1),Bloomington,27-Jan
498. Jon Davis (Illinois),3:58.46i (1),Champaign,27-Jan
499. Shadrack Kipchirchir (US Army),3:55.52i* (1),Boston,27-Jan
500. Emmanuel Bor (US Army),3:58.77i* (7),Boston,27-Jan
501. David Ribich (Western Oregon),3:58.88i (3),Seattle,27-Jan
502. Colin Abert (Penn State),3:59.51i* (1),University Park,3-Feb
503. Paul Chelimo (US Army),3:58.59i (2),Winston-Salem,3-Feb
504. Vincent Ciattei (Virginia Tech),3:59.57i (5),Winston-Salem,3-Feb
505. Patrick Joseph (Virginia Tech),3:59.59i (6),Winston-Salem,3-Feb
506. Alex Riba (Texas A&M),3:59.12i* (1),Clemson,9-Feb
507. Benjamin Young (Kentucky),3:59.59i* (2),Clemson,9-Feb
508. Michael Hall (Florida State),3:59.37i* (5),Boston,10-Feb
509. Martin Martinez (Brown),3:59.38i* (6),Boston,10-Feb
510. Sam Worley (Texas),3:58.04i (4),Seattle,10-Feb
511. Jordan Mann (Ocean State TC),3:58.94i* (7),Boston,25-Feb
512. Jeremy Hernandez (Ramapo),3:59.01i (2),Boston,25-Feb
513. Reid Buchanan (Skechers),3:59.24i* (3),Boston,25-Feb
514. Louis Serafini (Tracksmith Hare AC),3:59.33i* (4),Boston,25-Feb
515. Willy Fink (Virginia Tech Elite),3:59.44 (3),Atlanta,22-May
516. Nick Harris (unattached),3:58.88 (3),St. Louis,31-May
517. Derek Gutierrez (unattached),3:59.48 (4),St. Louis,31-May
518. Brett Meyer (Fort Hays State),3:59.77 (6),St. Louis,31-May
519. David Timlin (District TC),3:57.69* (3),Concord,7-Jun
520. Charlie Marquardt (Bryn Mawr RC),3:55.97* (9),Raleigh,3-Aug
521. Jacob Thomson (Kentucky),3:57.07* (12),Raleigh,3-Aug
522. Sam Parsons (adidas),3:59.70* (10),Bay Shore,5-Sep
,,,
2019,,,
523. Logan Orndorf (Portland),3:59.94i* (5),Seattle,12-Jan
524. Alex Rogers (Texas),3:59.01i (1),Clemson,18-Jan
525. Ben Groleau (unattached),3:58.93i* (2),Boston,26-Jan
526. Aidan Tooker (Syracuse),3:59.39i* (4),Boston,26-Jan
527. Kasey Knevelbaard (Southern Utah),3:58.54i (2),Seattle,26-Jan
528. Alex Ostberg (Stanford),3:59.31i (4),Seattle,26-Jan
529. Talon Hull (Washington),3:59.56i* (5),Seattle,26-Jan
530. Casey Comber (Villanova),3:57.80i (2),Boston,9-Feb
531. Ben Malone (Hoka New Jersey New York TC),3:58.90i* (5),Boston,9-Feb
532. Sam Ritz (Columbia),3:59.36i* (7),Boston,9-Feb
533. Collin Leibold (Ocean State AC),3:59.51i* (4),Boston,9-Feb
534. Spencer Brown (unattached),3:59.97i* (5),Boston,9-Feb
535. Jeff Thies (Tinman Elite),3:59.89i (4),Ames,9-Feb
536. Jackson Mestler (Oregon),3:59.77i* (7),Seattle,16-Feb
537. Yared Nuguse (Notre Dame),3:57.93i (1),Blacksburg,23-Feb
538. Joe Klecker (Colorado),3:58.51i* (2),Seattle,23-Feb
539. Paul Ryan (Washington State),3:58.79i (3),Seattle,23-Feb
540. Josef Tessema (American Distance Project),3:58.66* (2),St. Louis,30-May
541. Troy Reeder (Furman Elite),3:59.90* (4),Nashville,31-May
542. Eric Holt (Garden State TC),3:58.88 (1),West Long Branch,1-Aug
543. James Quattlebaum (unattached),3:58.62* (7),Raleigh,2-Aug
544. Dillon Maggard (Brooks Beasts),3:57.76 (4),Bay Shore,4-Sep
,,,
2020,,,
545. Waleed Suliman (Mississippi),3:57.03i (1),Nashville,18-Jan
546. Ryan Adams (Furman),3:57.66i* (2),Nashville,18-Jan
547. Abraham Alvarado (Atlanta TC),3:59.69i (4),Nashville,18-Jan
548. Crayton Carrozza (Texas),3:59.82i (3),Boston,25-Jan
549. Jake Brophy (Navy),3:59.98i* (5),Boston,25-Jan
550. Talem Franco (BYU),3:58.09i* (4),Seattle,1-Feb
551. Dustin Nading (Washington),3:59.77i (6),Seattle,1-Feb
552. Sam Ellis (Princeton),3:57.66i (2),Boston,15-Feb
553. Matthew Schadler (Indiana),3:58.45i* (3),Boston,15-Feb
554. AJ Ernst (Virginia),3:59.38i (5),Boston,15-Feb
555. Colin Daly (Penn),3:59.74i (2),Boston,15-Feb
556. Dan Curts (unattached),3:59.29i* (1),Seattle,21-Feb
557. Kenneth Hagen (unattached),3:58.07i* (4),Boston,28-Feb
558. Cole Hocker (Oregon),3:58.20i* (5),Boston,28-Feb
559. Woody Kincaid (Nike Bowerman TC),3:59.23i* (6),Boston,28-Feb
560. Leo Daschbach (Arizona HS),3:59.54* (1),El Dorado Hills,23-May
561. Mason Ferlic (Nike),3:58.87 (3),Marion,25-Jul
562. Jacob Dumford (Under Armour/District TC),3:59.61* (5),Nashville,15-Aug
563. Victor Palumbo (Central Park TC),3:58.79* (1),Columbia,12-Dec
,,,
2021,,,
564. Cameron Ponder (Furman),3:59.34i* (1),Birmingham,22-Jan
565. Everett Smulders (Mississippi),3:58.93i (3),Fayetteville,30-Jan
566. Cruz Culpepper (Washington),3:59.53i (3),Seattle,30-Jan
567. Diego Zarate (unattached),3:57.52i* (1),Blacksburg,6-Feb
568. Bashir Mosavel-Lo (Virginia Tech),3:59.00i* (2),Blacksburg,6-Feb
569. Benjamin Nibbelink (Virginia Tech),3:59.04i (3),Blacksburg,6-Feb
570. Ben Fleming (Virginia Tech),3:59.47i* (4),Blacksburg,6-Feb
571. Hobbs Kessler (Michigan HS),3:57.66i (3),Fayetteville,7-Feb
572. Davis Bove (LSU),3:57.49i (3),Nashville,12-Feb
573. Baylor Franklin (Mississippi),3:59.12i* (5),Nashville,12-Feb
574. Cole Lindhorst (Air Force),3:59.28i* (3),Ames,13-Feb
575. EJ Holland (Oregon),3:59.95i* (4),Fayetteville,13-Feb
576. Colton Johnsen (Washington State),3:57.39i (3),Seattle,13-Feb
577. Zach Stallings (Washington State),3:58.13i (6),Seattle,13-Feb
578. Brandon Tubby (North Carolina),3:57.77i* (1),Clemson,27-Feb
579. Thomas Ratcliffe (North Carolina),3:59.26i (2),Clemson,27-Feb
580. Lucas Bons (BYU),3:55.45i* (2),Seattle,27-Feb
581. Sean Dolan (Villanova),3:57.20i (3),Fayetteville,12-Mar
582. Casey Clinger (BYU),3:59.02(A) (1),Provo,24-Apr
583. Jack Salisbury (Georgetown),3:56.22* (1),Charlottesville,1-May
584. Parker Stokes (Georgetown),3:59.89 (2),Charlottesville,1-May
585. Dan Schaffer (Binghamton),3:58.44 (1),Toledo,15-May
586. Bryce Richards (unattached),3:57.61* (3),St. Louis,3-Jun
587. Sean Torpy (Miami/Ohio),3:59.04* (1),Nashville,6-Jun
588. Wesley Meyer (Lipscomb),3:59.69* (2),Nashville,6-Jun
589. Shane Streich (Lipscomb),3:58.04 (1),Milwaukee,1-Jul
590. Olin Hacker (Wisconsin),3:59.04 (2),Milwaukee,1-Jul
591. Isaac Updike (Empire Elite),3:58.26* (1),Mission Viejo,18-Jul
592. Liam Meirow (Nike Bowerman TC),3:59.40* (2),Mission Viejo,18-Jul
593. Andrew Rafla (Asics Idaho Distance Project),3:57.84* (3),Mission Viejo,18-Jul
594. Obsa Ali (Asics),3:59.25* (8),Mission Viejo,18-Jul
595. Tai Dinger (unattached),3:57.72* (8),Raleigh,6-Aug
596. Isaiah Harris (Nike),3:58.30* (9),Raleigh,6-Aug
597. Biya Simbassa (Under Armour),3:58.71* (10),Raleigh,6-Aug
598. Brian Crimmins (unattached),3:58.73* (1),West Chester,12-Aug
599. Isaac Basten (Drake),3:58.88i (1),Ames,11-Dec
,,,
2022,,,
600. Ryan Schoppe (Oklahoma State),3:58.71i (1),Fayetteville,14-Jan
601. Luke Houser (Washington),3:57.17i (5),Seattle,15-Jan
602. Ben Veatch (Indiana),3:59.73i (1),Bloomington,21-Jan
603. Dereck Elkins (Mississippi),3:59.46i* (3),Nashville,22-Jan
604. Christian Noble (Lee-Tennessee),3:59.70i (4),Nashville,22-Jan
605. Dylan Jacobs (Notre Dame),3:57.67i* (2),Notre Dame,22-Jan
606. Evan Dorenkamp (Penn State),3:57.15i (1),University Park,29-Jan
607. Ray Sellaro (Penn),3:57.89i* (4),University Park,29-Jan
608. Liam Murphy (Villanova),3:59.63i* (5),University Park,29-Jan
609. Elliott Cook (Oregon),3:59.02i (1),Fayetteville,29-Jan
610. Matt Strangio (Portland),3:59.19i* (1),Seattle,29-Jan
611. Colin Schultz (Run Flagstaff),3:59.20i (2),Seattle,29-Jan
612. Abdihamid Nur Northern Arizona),3:55.94i* (3),Seattle,29-Jan
613. Nico Young (Northern Arizona)),3:56.00i* (4),Seattle,29-Jan
614. Drew Bosley (Northern Arizona),3:59.34i* (6),Seattle,29-Jan
615. Aidan Ryan (Williams),3:56.88i (4),Boston,30-Jan
616. Eric Van der Els (Connecticut),3:58.76i* (7),Boston,30-Jan
617. Joe Dragon (unattached),3:59.19i* (1),Boston,30-Jan
618. Nathan Henderson (Syracuse),3:59.43i* (2),Boston,30-Jan
619. Colin Sahlman (California HS),3:58.81i (1),New York,5-Feb
620. Matthew Payamps (Georgetown),3:55.53i* (1),Boston,5-Feb
621. Camden Gilmore (Georgetown),3:58.36i* (2),Boston,5-Feb
622. Robert Becker (Stony Brook),3:58.98i* (4),Boston,5-Feb
623. Robert Miranda (Yale),3:59.27i* (5),Boston,5-Feb
624. Duncan Hamilton (Montana State),3:59.64i* (1),Spokane,5-Feb
625. Nick Dahl (Duke),3:55.89i (6),Nashville,11-Feb
626. Morgan Beadlescomb (Michigan State),3:52.03i* (3),Chicago,11-Feb
627. Cruz Gomez (Texas),3:57.09i* (2),Boston,12-Feb
628. Yaseen Abdalla (Texas),3:57.53i* (4),Boston,12-Feb
629. Brendan Hebert (Texas),3:59.96i* (2),Boston,12-Feb
630. David Nelsen (Navy),3:59.52i* (1),Boston,12-Feb
631. Luke Tewalt (Wake Forest),3:59.94i* (4),Lynchburg,12-Feb
632. Nick Foster (Michigan),3:58.49i (2),Chicago,12-Feb
633. Joe Waskom (Washington),3:59.65i (1),Seattle,12-Feb
634. Alex Maier (Oklahoma State),3:56.44i* (1),Seattle,12-Feb
635. Tracen Warnick (Weber State),3:58.52i* (4),Seattle,12-Feb
636. Nate Osterstock (Southern Utah),3:59.38i* (6),Seattle,12-Feb
637. Abdirizak Ibrahim (New Mexico),3:57.85i (4),Fayetteville,18-Feb
638. Austen Dalquist (unattached),3:57.99i (7),Fayetteville,18-Feb
639. Camren Fischer (Princeton),3:58.73i* (8),Fayetteville,18-Feb
640. Mason Strader (Pittsburg State),3:58.47i* (1),Fayetteville,18-Feb
641. Caleb Webb (unattached),3:58.56i (2),Fayetteville,18-Feb
642. Jacob McLeod (unattached),3:58.63i* (3),Fayetteville,18-Feb
643. John Petruno (Michigan State),3:58.16i* (2),Geneva,25-Feb
644. Matt Rizzo (Georgetown),3:58.64i (2),Chicago,26-Feb
645. Marquette Wilhite (Missouri),3:58.90i* (6),College Station,26-Feb
646. Eduardo Herrera (Colorado),3:57.16i (1),Seattle,26-Feb
647. Jack Yearian (Oregon),3:54.54i* (3),Boston,27-Feb
648. Robert Brandt (Under Armour),3:55.70i* (6),Boston,27-Feb
649. Derek Holmes (Massachusetts Lowell),3:59.57* (2),Providence,9-Apr
650. Wes Porter (Virginia),3:58.84 (1),Charlottesville,4-May
651. Yasin Sado (Virginia),3:58.92* (2),Charlottesville,4-May
652. Lucas Guerra (Georgetown),3:59.54 (3),Charlottesville,4-May
653. Abel Teffra (Georgetown),3:59.82 (4),Charlottesville,4-May
654. Gary Martin (Pennsylvania HS),3:57.98 (1),Springfield,14-May
655. Connor Burns (Missouri HS),3:58.83* (5),St. Louis,2-Jun
656. Rheinhardt Harrison (Florida HS),3:59.33* (1),Gibsonton,3-Jun
657. Adam Bradtmueller (East Tennessee),3:57.91* (1),Nashville,5-Jun
658. Luke Combs (Air Force),3:58.67* (2),Nashville,5-Jun
659. Joey Berriatua (Tinman Elite),3:58.77 (3),Nashville,5-Jun
660. Simeon Birnbaum (South Dakota HS),3:59.51 (1),Seattle,15-Jun
661. Daniel Michalski (Nike),3:57.25* (10),Raleigh,5-Aug
662. Alec Basten (Minnesota),3:58.55i (11),Raleigh,5-Aug
663. Benjamin Allen (Empire Elite TC),3:59.40 (12),Raleigh,5-Aug
,,,
2023,,,
664. Lex Hilton (Arkansas),3:58.70i* (1),Fayetteville,13-Jan
665. Arjun Zha (Michigan),3:59.24i (4),Ann Arbor,14-Jan
666. Jake Gebhardt (Indiana),3:59.18i* (1),Nashville,14-Jan
667. Camden Marshall (Indiana),3:59.30i (2),Nashville,14-Jan
668. Cole Sprout (Stanford),3:56.53i* (2),Seattle,14-Jan
669. Thomas Boyden (Stanford),3:57.06i* (3),Seattle,14-Jan
670. Nathan Green (Washington),3:58.27i (4),Seattle,14-Jan
671. John Lester (Stanford),3:58.88i (6),Seattle,14-Jan
672. Ethan Strand (North Carolina),3:59.83i (2),Blacksburg,20-Jan
673. Anthony Camerieri (Mississippi),3:58.75i (2),Nashville,21-Jan
674. Austin Miller (Tinman Elite),3:57.90i (7),Boston,27-Jan
675. Jacob Brueckman (Roots Running Project),3:59.60i* (8),Boston,27-Jan
676. Steven Jackson (Boston College),3:57.70i* (1),Boston,27-Jan
677. Joe dosReis (Davidson),3:58.34i (2),Boston,27-Jan
678. Carson Williams (Furman),3:59.64i* (1),Clemson,27-Jan
679. Ronan McMahon-Staggs (UCLA),3:57.81i (4),New York,28-Jan
680. Rhys Hammond (Cornell),3:58.90i (5),New York,28-Jan
681. James Lee (Duke),3:59.22i (5),University Park,28-Jan
682. Jack Aho (North Carolina),3:59.63i* (6),University Park,28-Jan
683. Chad Johnson (Iowa State),3:59.12i* (4),Fayetteville,28-Jan
684. Kenneth Rooks (BYU),3:59.65i* (5),Fayetteville,28-Jan
685. Graham Blanks (Harvard),3:56.63i* (2),Boston,4-Feb
686. Acer Iverson (Harvard),3:58.27i* (5),Boston,4-Feb
687. Carter Solomon (Notre Dame),3:57.13i* (3),Notre Dame,4-Feb
688. Baidy Ba (Kent State),3:59.47i* (5),Notre Dame,4-Feb
689. Tyler Wirth (Cincinnati),3:59.89i* (6),Notre Dame,4-Feb
690. Billy Ulrich (unattached),3:59.35i* (3),Ames,4-Feb
691. Wil Smith (Gonzaga),3:59.91i* (1),Spokane,4-Feb
692. Parker Wolfe (North Carolina),3:59.36i* (4),Nashville,10-Feb
693. Christian Baker (Tulsa),3:59.88i* (1),Chicago,10-Feb
694. Conor Murphy (Virginia),3:55.24i* (1),Boston,11-Feb
695. John Reniewicki (Under Armour),3:57.02i* (6),Boston,11-Feb
696. Gavin Gaynor (unattached),3:57.76i* (8),Boston,11-Feb
697. Alexander Rizzo (Navy),3:58.75i* (3),Boston,11-Feb
698. Nathan Mountain (Virginia),3:59.01i* (4),Boston,11-Feb
699. Karl Winter (Syracuse),3:59.25i* (6),Boston,11-Feb
700. Zach Michon (Philadelphia Runner TC),3:58.00i* (2),Boston,11-Feb
701. Mac Franks (North Florida),3:58.56i* (3),Boston,11-Feb
702. Luke Julian (Colorado School of Mines),3:58.62i* (4),Boston,11-Feb
703. Brandon Hontz (Penn State),3:59.13i* (5),Boston,11-Feb
704. Nicholas Bendtsen (Princeton),3:59.47i* (6),Boston,11-Feb
705. Ryan Wilson (MIT),3:55.29i* (1),Boston,11-Feb
706. James Donahue (Virginia),3:57.44i* (2),Boston,11-Feb
707. DJ Principe (Providence),3:58.62i* (3),Boston,11-Feb
708. Brett Gardner (NC State),3:58.15i* (1),Boston,11-Feb
709. Jacob Gillum (unattached),3:59.10i* (2),Boston,11-Feb
710. Sean Maison (Air Force),3:59.33i (3),Boston,11-Feb
711. Jack Pinho (Boston AA),3:59.54i* (4),Boston,11-Feb
712. Ryan Riddle (Missouri Southern),3:59.25i* (1),Pittsburg,11-Feb
713. Garrett MacQuiddy (Cal),3:59.96i (1),Seattle,11-Feb
714. Isaiah Givens (Colorado),3:59.57i (4),Seattle,11-Feb
715. Jesse Hamlin (Butler),3:59.25i* (2),Chicago,25-Feb
716. Matt Wisner (Oregon TC),3:57.10i* (3),Boston,26-Feb
717. Sean Peterson (New Balance),3:59.75i* (9),Boston,26-Feb
718. Matthew Wilkinson (unattached),3:58.82i* (1),Boston,26-Feb
719. Aidan McCarthy (Cal Poly SLO),3:59.42i (2),Boston,26-Feb
720. Xian Shively (Cal Poly SLO),3:59.74i* (4),Boston,26-Feb
721. Ben Godish (Northeastern),3:59.18* (1),Providence,14-Apr
722. Marco Langon (unattached),3:58.82* (1),Chester,21-Apr
723. Michael Keehan (Penn),3:59.73* (2),Chester,21-Apr
724. Rocky Hansen (North Carolina HS),3:59.56 (1),Charlottesville,30-Apr
725. Jack Eliason (Virginia),3:59.64* (2),Charlottesville,30-Apr
726. Ben Nagel (Virginia Tech),3:59.96* (3),Charlottesville,30-Apr
727. Tinoda Matsatsa (Maryland HS),3:58.70* (3),St. Louis,1-Jun
728. Jackson Heidesch (Iowa HS),3:59.08* (4),St. Louis,1-Jun
729. Luciano Fiore (Empire Elite TC),3:59.38* (7),Lincroft,31-Aug
730. Parker Schneider (Boston University),3:56.67i* (4),Boston,2-Dec
731. Sair Salgado (unattached),3:57.75i* (5),Boston,2-Dec
732. Carson Smith (Cal Poly SLO),3:59.41i* (7),Boston,2-Dec
